Ecosystem;Tidal.R;Genus;Specie;lat;long;S.type;Biomass;Bio SE;Bio SD;Bio n;Stock;Stock SE;Stock SD;Stock n;Flux;Flux SE;Flux SD;years;Flux 100
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;19.63;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;23.59;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;23.69;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;13.8;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;13.9;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;14.64;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;11.47;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;13.95;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;20.71;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;20.26;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;24.38;;;;;;;;
Salt Marsh;High;Elymus;Elymus athericus;;;;;;;;6.04;;;;;;;;
Salt Marsh;High;Elymus;Elymus athericus;;;;;;;;5.8;;;;;;;;
Salt Marsh;High;Elymus;Elymus athericus;;;;;;;;7.75;;;;;;;;
Salt Marsh;High;Elymus;Elymus athericus;;;;;;;;10.43;;;;;;;;
Salt Marsh;High;Elymus;Elymus athericus;;;;;;;;15.41;;;;;;;;
Salt Marsh;High;Elymus;Elymus athericus;;;;;;;;8.48;;;;;;;;
Salt Marsh;High;Elymus;Elymus athericus;;;;;;;;14.14;;;;;;;;
Salt Marsh;Low;Mixed;;;;;;;;;16.41;;;;;;;;
Salt Marsh;Low;Mixed;;;;;;;;;17.3;;;;;;;;
Salt Marsh;Low;Mixed;;;;;;;;;16.9;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;;;;;;;;33.7;3.9;;7;;;;;
Seagrass;;Posidonia;Posidonia oceanica;;;;;;;;37.9;0;;1;;;;;
Seagrass;;Posidonia;Posidonia oceanica;;;;;;;;33.2;2.3;;6;;;;;
Seagrass;;Posidonia;Posidonia oceanica;;;;;;;;25.8;5.7;;3;;;;;
Seagrass;;Posidonia;Posidonia oceanica;;;;;;;;25;7;;2;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;9.2;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;8;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;7.8;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;6.5;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;6.4;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;9.6;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;11.7;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;8.5;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;10.7;;;1;;;;;
Salt Marsh;Low;Spartina;;;;;;;;;6.2;;;1;;;;;
Salt Marsh;Low;Spartina;;;;;;;;;8.3;;;1;;;;;
Salt Marsh;Low;Spartina;;;;;;;;;7.7;;;1;;;;;
Salt Marsh;Low;Spartina;;;;;;;;;5.9;;;1;;;;;
Salt Marsh;Low;Spartina;;;;;;;;;10;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;16.1;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;11.5;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;9.3;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;9.6;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;6.8;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;9.4;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;8.1;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;5.5;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;7.3;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;6.5;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;10.9;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;5.8;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;5.2;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;7.7;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;5.6;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;5.6;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;5.9;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;7.7;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;8;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;5.2;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;4.4;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;2.6;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;2.6;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;4;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;3.7;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;2.3;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;3.8;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;2.5;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;6.4;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;3.9;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;3.8;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;3.2;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;2.4;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;3.2;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;2;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;5.1;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;2;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;1.3;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;6.3;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;3.5;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;1.6;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;0.7;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;1.9;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;0.4;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;4.1;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;4.5;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;3.3;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;2.4;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;1.4;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;3.2;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;1;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;3.4;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;4.6;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;3.8;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;3.7;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;3.2;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;2.4;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;2.1;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;5.4;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;5.2;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;6;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;4.7;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;5.3;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;4.2;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;3.1;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;6.7;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;11.9;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;9.8;;;1;;;;;
Salt Marsh;Medium;Suaeda;;;;;;;;;7;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;9.1;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;10.7;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;3.6;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;2.5;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;2;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;8;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;8.6;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;6.9;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;7.3;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;11.6;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;12.2;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;9.2;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;8.2;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;11.6;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;10.6;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;6;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;5.7;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;6.9;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;8.7;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;8;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;7.6;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;8.6;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;3.3;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;7.2;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;5;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;7.4;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;9.5;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;12;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;13.9;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;2.6;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;2.6;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;4.2;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;1.4;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;7.9;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;4.9;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;6.5;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;5;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;8.3;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;1.9;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;1.1;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;3.9;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;3.6;;;1;;;;;
Salt Marsh;High;Phragmites;;;;;;;;;3.8;;;1;;;;;
Salt Marsh;Medium;Carex;;;;;;;;;1.7;;;1;;;;;
Salt Marsh;Medium;Carex;;;;;;;;;1.7;;;1;;;;;
Salt Marsh;Medium;Carex;;;;;;;;;1.6;;;1;;;;;
Salt Marsh;Medium;Carex;;;;;;;;;2.5;;;1;;;;;
Salt Marsh;Medium;Carex;;;;;;;;;2;;;1;;;;;
Salt Marsh;Medium;Carex;;;;;;;;;1.9;;;1;;;;;
Seagrass;;Zostera;Zostera japonica;;;;;;;;;;;;0.048;;;;
Seagrass;;Zostera;Zostera marina;;;;0.047;;;;;;;;0.23;;;18;
Seagrass;;Zostera;Zostera marina;;;;0.047;;;;;;;;0.0167;;;113;0.0167
Seagrass;;Zostera;Zostera marina;;;;0.126;;;;;;;;0.02;;;;
Seagrass;;Zostera;Zostera marina;;;;0.134;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;;;0.029;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;;;0.0597;;;;;;;;0.008;;;95;0.008
Seagrass;;Zostera;Zostera marina;;;;0.074;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;;;0.031;;;;;;;;0.0089;;;113;0.0089
Seagrass;;Zostera;Zostera marina;;;;0.024;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;;;0.15;;;;;;;;0.089;;;54;
Seagrass;;Zostera;Zostera angustifolia;;;;0.05;;0.025;5;11.9;;10;5;;;;;
Seagrass;;Zostera;Zostera angustifolia;;;;0.038;;0.013;5;11.2;;7;5;;;;;
Seagrass;;Zostera;Zostera angustifolia;;;;0.032;;0.007;5;10.9;;9.5;5;;;;;
Seagrass;;Zostera;Zostera angustifolia;;;;0.025;;0.014;5;11.7;;3.1;5;;;;;
Seagrass;;Zostera;Zostera angustifolia;;;;0.018;;0.007;5;2.08;;2.7;5;;;;;
Seagrass;;Zostera;Zostera angustifolia;;;;0.008;;0.003;5;3.05;;8.2;5;;;;;
Salt Marsh;Low;;;;;;;;;;;;;;0.019;;;70;
Salt Marsh;High;;;;;;;;;;;;;;0.022;;;133;
Salt Marsh;Low;;;;;;;;;;;;;;0.26;;;100;0.26
Salt Marsh;High;;;;;;;;;;;;;;0.321;;;92;0.321
Salt Marsh;Low;;;;;;;;;;;;;;0.049;;;100;0.049
Salt Marsh;High;;;;;;;;;;;;;;0.603;;;102;0.603
Salt Marsh;Low;;;;;;;;;;;;;;0.39;;;95;0.39
Salt Marsh;High;;;;;;;;;;;;;;0.34;;;77;
Salt Marsh;Low;;;;;;;;;;;;;;0.368;;;116;0.368
Salt Marsh;High;;;;;;;;;;;;;;0.159;;;144;
Salt Marsh;Medium;Suaeda;;;;;0.131;;;;;;;;;;;;
Salt Marsh;Medium;Suaeda;;;;;0.156;;;;;;;;;;;;
Salt Marsh;Medium;Suaeda;;;;;0.411;;;;;;;;;;;;
Salt Marsh;Medium;Suaeda;;;;;0.169;;;;;;;;;;;;
Salt Marsh;Low;;;;;;0.09;;0.03;;;;;;;;;;
Salt Marsh;Medium;;;;;;0.16;;0.08;;;;;;;;;;
Salt Marsh;High;;;;;;0.28;;0.06;;;;;;;;;;
Salt Marsh;Low;Spartina;Spartina alterniflora;;;;0.435;;;;6.723;;;;;;;;
Salt Marsh;Low;Scirpus;Scirpus mariqueter;;;;0.044;;;;4.957;;;;;;;;
Seagrass;;Posidonia;Posidonia australis;;;;;;;;5.7;1.2;;3;;;;;
Seagrass;;Posidonia;Posidonia australis;;;;;;;;4.5;0.7;;6;;;;;
Seagrass;;Cymodocea;Cymodocea rotundata;;;;0.001791814;0.000111508;;3;;;;;;;;;
Seagrass;;Syringodium;Syringodium isoetifolium;;;;0.001685367;0.000888327;;3;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea rotundata;;;;0.001011428;0.000114935;;3;;;;;;;;;
Seagrass;;Enhalus;Enhalus acoroides;;;;0.000316758;0.000106765;;3;;;;;;;;;
Seagrass;;Enhalus;Enhalus acoroides;;;;0.000067659;0.000013167;;3;;;;;;;;;
Seagrass;;Enhalus;Enhalus acoroides;;;;0.000077615;0.000016039;;3;;;;;;;;;
Salt Marsh;Medium;Juncus;Juncus kraussi;;;;;;;;20.17;1.37;;;;;;;
Salt Marsh;Medium;Sarcocornia;Sarcocornia quinqueflora;;;;;;;;18.51;1.31;;;;;;;
Seagrass;;Thalassia;Thalassia hemprichii;;;;;;;;;;;;0.022;;0.018;80;
Seagrass;;Thalassia;Thalassia hemprichii;;;;;;;;;;;;0.025;;0.01;80;
Seagrass;;Mixed;Mixed;;;;0.21;;0.15;;;;;;;;;;
Seagrass;;Mixed;Mixed;;;;0.79;;0.55;;;;;;;;;;
Salt Marsh;High;;;;;;0.721;;;;16.425;;;;;;;;
Salt Marsh;High;;;;;;0.55;;;;26.288;;;;;;;;
Salt Marsh;High;;;;;;1.037;;;;21.774;;;;;;;;
Salt Marsh;High;;;;;;0.635;;;;19.02;;;;;;;;
Salt Marsh;High;;;;;;0.812;;;;37.05;;;;;;;;
Salt Marsh;High;;;;;;1.46;;;;24.375;;;;;;;;
Salt Marsh;High;;;;;;0.631;;;;25.519;;;;;;;;
Salt Marsh;High;;;;;;0.518;;;;32.541;;;;;;;;
Salt Marsh;High;;;;;;1.033;;;;32.629;;;;;;;;
Salt Marsh;Low;;;;;;0.178;;;;11.265;;;;;;;;
Salt Marsh;Low;;;;;;0.103;;;;14.859;;;;;;;;
Salt Marsh;Low;;;;;;0.823;;;;21.056;;;;;;;;
Salt Marsh;Low;;;;;;0.915;;;;20.496;;;;;;;;
Salt Marsh;Low;;;;;;0.651;;;;22.062;;;;;;;;
Salt Marsh;Low;;;;;;0.578;;;;22.655;;;;;;;;
Salt Marsh;Low;;;;;;0.469;;;;21.029;;;;;;;;
Seagrass;;Zostera;Zostera japonica;;;;0.123;;;;4.005;;;;;;;;
Seagrass;;Zostera;Zostera marina;;;;0.027;;;;4.837;;;;;;;;
Seagrass;;Zostera;Zostera marina;;;;0.157;;;;9.647;;;;;;;;
Seagrass;;Zostera;Zostera marina;;;;0.025;;;;10.067;;;;;;;;
Seagrass;;Zostera;Zostera marina;;;;0.032;;;;11.062;;;;;;;;
Seagrass;;Zostera;Zostera marina;;;;0.118;;;;8.346;;;;;;;;
Salt Marsh;;Suaeda;Suaeda glauca;;;;;;;;15.17645487;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;13.59451312;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;12.522173;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;10.21201464;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;12.90239716;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;15.09664916;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;10.27109835;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;10.33805011;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;15.18692914;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;8.722846291;;;;;;;;
Salt Marsh;Medium;Phragmites;Phragmites australis, Suaeda salsa;;;;;;;;9.976325383;;;;;;;;
Salt Marsh;Medium;Phragmites;Phragmites australis, Suaeda salsa;;;;;;;;7.904170215;;;;;;;;
Salt Marsh;Medium;Phragmites;Phragmites australis, Suaeda salsa;;;;;;;;7.455258029;;;;;;;;
Salt Marsh;Low;Suaeda;Suaeda salsa;;;;;;;;8.504237942;;;;;;;;
Salt Marsh;Low;Suaeda;Suaeda salsa;;;;;;;;6.713197578;;;;;;;;
Salt Marsh;Low;Suaeda;Suaeda salsa;;;;;;;;7.599216744;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;14.29951158;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;13.31826768;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;11.55998191;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;5.06093598;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;4.391793896;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;4.934031401;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;15.1462895;;;;;;;;
Salt Marsh;Low;Spartina;Spartina alterniflora;;;;;;;;13.89933567;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;13.9039792;;;;;;;;
Salt Marsh;Low;Spartina;Spartina alterniflora;;;;;;;;15.02226959;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;13.290268;;;;;;;;
Salt Marsh;Low;Spartina;Spartina alterniflora;;;;;;;;13.72369701;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;19.81810517;;;;;;;;
Salt Marsh;Low;Spartina;Spartina alterniflora;;;;;;;;18.31802552;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;19.78358749;;;;;;;;
Salt Marsh;Low;Spartina;Spartina alterniflora;;;;;;;;18.77173499;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;17.22301206;;;;;;;;
Salt Marsh;Low;Spartina;Spartina alterniflora;;;;;;;;20.22743229;;;;;;;;
Salt Marsh;Low;Spartina;Spartina alterniflora;;;;;;;;6.487563593;;;;;;;;
Salt Marsh;Low;Spartina;Spartina alterniflora;;;;;;;;7.546935194;;;;;;;;
Salt Marsh;Low;Spartina;Spartina alterniflora;;;;;;;;7.450711121;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;11.92356475;;;;;;;;
Salt Marsh;Low;Spartina;Spartina alterniflora;;;;;;;;15.85408166;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;15.98014308;;;;;;;;
Salt Marsh;Low;Spartina;Spartina alterniflora;;;;;;;;16.86739691;;;;;;;;
Salt Marsh;High;Phragmites;Phragmites australis;;;;;;;;12.95167033;;;;;;;;
Salt Marsh;Low;Spartina;Spartina alterniflora;;;;;;;;13.33988691;;;;;;;;
Salt Marsh;Low;Spartina;Spartina alterniflora;;;;;;;;9.755065421;;;;;;;;
Salt Marsh;Low;Spartina;Spartina alterniflora;;;;;;;;8.678480726;;;;;;;;
Salt Marsh;Low;Spartina;Spartina alterniflora;;;;;;;;9.879841355;;;;;;;;
Salt Marsh;Low;Spartina;Spartina alterniflora;;;;;;;;10.62402581;;;;;;;;
Salt Marsh;Low;Spartina;Spartina alterniflora;;;;;;;;11.55690027;;;;;;;;
Salt Marsh;Low;Spartina;Spartina alterniflora;;;;;;;;10.24776359;;;;;;;;
Salt Marsh;Low;Spartina;Spartina alterniflora;;;;;;;;13.12080156;;;;;;;;
Salt Marsh;Low;Spartina;Spartina alterniflora;;;;;;;;12.52951254;;;;;;;;
Salt Marsh;Low;Spartina;Spartina alterniflora;;;;;;;;13.3333438;;;;;;;;
Salt Marsh;Low;Spartina;Spartina alterniflora;;;;;;;;8.961622324;;;;;;;;
Salt Marsh;Low;Spartina;Spartina alterniflora;;;;;;;;8.546601277;;;;;;;;
Salt Marsh;Low;Spartina;Spartina alterniflora;;;;;;;;9.176293636;;;;;;;;
Salt Marsh;Low;Spartina;Spartina alterniflora;;;;;;;;9.394174378;;;;;;;;
Salt Marsh;Low;Spartina;Spartina alterniflora;;;;;;;;9.702310462;;;;;;;;
Salt Marsh;Low;Spartina;Spartina alterniflora;;;;;;;;8.676533206;;;;;;;;
Seagrass;;Halophila;Halophila baillonii;;;;0.015;;0.009;;;;;;;;;;
Seagrass;;Halophila;Halophila baillonii;;;;0.008;;0.003;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;45.688346;13.39315;;0.10114;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;45.688346;13.39315;;0.14782;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;45.688346;13.39315;;0.17505;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;45.688346;13.39315;;0.14004;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;45.688346;13.39315;;0.0111078;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;45.688346;13.39315;;0.0193358;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;45.688346;13.39315;;0.0654126;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;45.688346;13.39315;;0.0283866;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;45.688346;13.39315;;0.024702;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;45.688346;13.39315;;0.063724;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;45.688346;13.39315;;0.076612;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;45.688346;13.39315;;0.011098;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.09336;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.11281;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.09336;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.12448;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.11281;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.12059;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.18283;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.25285;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.20617;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.14004;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.14393;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.19061;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.10892;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.08947;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.06224;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.0778;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.011281;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.013226;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.01556;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.012448;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.025285;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.014782;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.024507;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.026841;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.031898;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.040456;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.035399;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.033843;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.035399;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.034232;;;;;;;;;;;;
