"","Site.ID","Locality","Region","Coast","Ecosystem","Genus","Status","Tidal.R","Sampling.year","lat","long","Water.Depth","Mean_Stock","SD_Stock","Mean_Seq_rate","SD_Seq_rate","Mean_Biomass","SD_Biomass"
"139","Cam_Sm_Ma","Mundaka","Euskal Herria","Cantabrian Sea","Salt Marsh","Spartina maritima","Healthy","Low",1988,43.397363,-2.687256,NA,NA,NA,NA,NA,0.238584649275111,NA
"140","Cam_Sm_N","Mundaka","Euskal Herria","Cantabrian Sea","Salt Marsh","Spartina maritima","Healthy","Low",1988,43.397363,-2.687256,NA,NA,NA,NA,NA,0.222130535532,NA
"141","Cam_Sm_O","Mundaka","Euskal Herria","Cantabrian Sea","Salt Marsh","Spartina maritima","Healthy","Low",1988,43.397363,-2.687256,NA,NA,NA,NA,NA,0.230357592403556,NA
"142","Cam_Sm_S","Mundaka","Euskal Herria","Cantabrian Sea","Salt Marsh","Spartina maritima","Healthy","Low",1988,43.397363,-2.687256,NA,NA,NA,NA,NA,0.234471120839333,NA
"143","Cam_Sr_Ab","Mundaka","Euskal Herria","Cantabrian Sea","Salt Marsh","Salicornia","Healthy","Medium",1988,43.397363,-2.687256,NA,NA,NA,NA,NA,0.034731,NA
"144","Cam_Sr_Ag","Mundaka","Euskal Herria","Cantabrian Sea","Salt Marsh","Salicornia","Healthy","Medium",1988,43.397363,-2.687256,NA,NA,NA,NA,NA,0.142783,NA
"145","Cam_Sr_D","Mundaka","Euskal Herria","Cantabrian Sea","Salt Marsh","Salicornia","Healthy","Medium",1987,43.397363,-2.687256,NA,NA,NA,NA,NA,0.073321,NA
"146","Cam_Sr_F","Mundaka","Euskal Herria","Cantabrian Sea","Salt Marsh","Salicornia","Healthy","Medium",1988,43.397363,-2.687256,NA,NA,NA,NA,NA,0.046308,NA
"147","Cam_Sr_J","Mundaka","Euskal Herria","Cantabrian Sea","Salt Marsh","Salicornia","Healthy","Medium",1988,43.397363,-2.687256,NA,NA,NA,NA,NA,0.03859,NA
"148","Cam_Sr_Ja","Mundaka","Euskal Herria","Cantabrian Sea","Salt Marsh","Salicornia","Healthy","Medium",1988,43.397363,-2.687256,NA,NA,NA,NA,NA,0.07718,NA
"149","Cam_Sr_Jl","Mundaka","Euskal Herria","Cantabrian Sea","Salt Marsh","Salicornia","Healthy","Medium",1988,43.397363,-2.687256,NA,NA,NA,NA,NA,0.065603,NA
"150","Cam_Sr_M","Mundaka","Euskal Herria","Cantabrian Sea","Salt Marsh","Salicornia","Healthy","Medium",1988,43.397363,-2.687256,NA,NA,NA,NA,NA,0.034731,NA
"151","Cam_Sr_Ma","Mundaka","Euskal Herria","Cantabrian Sea","Salt Marsh","Salicornia","Healthy","Medium",1988,43.397363,-2.687256,NA,NA,NA,NA,NA,0.0297143,NA
"152","Cam_Sr_N","Mundaka","Euskal Herria","Cantabrian Sea","Salt Marsh","Salicornia","Healthy","Medium",1988,43.397363,-2.687256,NA,NA,NA,NA,NA,0.096475,NA
"153","Cam_Sr_O","Mundaka","Euskal Herria","Cantabrian Sea","Salt Marsh","Salicornia","Healthy","Medium",1988,43.397363,-2.687256,NA,NA,NA,NA,NA,0.123488,NA
"154","Cam_Sr_S","Mundaka","Euskal Herria","Cantabrian Sea","Salt Marsh","Salicornia","Healthy","Medium",1988,43.397363,-2.687256,NA,NA,NA,NA,NA,0.165937,NA
"155","Can Picafort","Can Picafort","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2009,39.768072,3.156935,NA,NA,NA,NA,NA,0.0795912034666791,0.00380908314981383
"156","Canal de Mira11Ap","Canal de Mira","C Portugal","Atlantic Ocean","Salt Marsh","Atriplex portulacoides","","Medium",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.481521703298958,NA
"157","Canal de Mira11Sm","Canal de Mira","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.20636644438183,NA
"158","Canal de Mira1Ap","Canal de Mira","C Portugal","Atlantic Ocean","Salt Marsh","Atriplex portulacoides","","Medium",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.632857095742175,NA
"159","Canal de Mira1Sm","Canal de Mira","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.16509315542787,NA
"160","Canal de Mira4Ap","Canal de Mira","C Portugal","Atlantic Ocean","Salt Marsh","Atriplex portulacoides","","Medium",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.385217362406385,NA
"161","Canal de Mira4Sm","Canal de Mira","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.192608681397177,NA
"162","Canal de Mira6Ap","Canal de Mira","C Portugal","Atlantic Ocean","Salt Marsh","Atriplex portulacoides","","Medium",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.605341569772869,NA
"163","Canal de Mira6Sm","Canal de Mira","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.16509315542787,NA
"164","Cap Blanc","Cap Blanc","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2009,38.674284,0.11214,NA,NA,NA,NA,NA,0.138571420379053,0.0438477341690193
"165","Cap de Menorca","Cap de Menorca","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2009,39.862655,3.195581,NA,NA,NA,NA,NA,0.150171960335615,0.0385540285115573
"166","Cap Enderrocat","Cap Enderrocat","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2009,39.475298,2.716908,NA,NA,NA,NA,NA,0.118835563649097,NA
"167","Cap Formentor","Cap Formentor","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2009,39.957888,3.196037,NA,NA,NA,NA,NA,0.23856910694058,NA
"168","Cap Llentrisca","Cap Llentrisca","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2009,38.864588,1.242047,NA,NA,NA,NA,NA,0.187026582242299,NA
"169","Cap Mussons","Cap Mussons","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2009,39.07328,1.35719,NA,NA,NA,NA,NA,0.160277733127982,NA
"170","Cap Negret","Cap Negret","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2009,38.996319,1.284608,NA,NA,NA,NA,NA,0.102353959478338,NA
"171","Cap Pentinat","Cap Pentinat","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2006,40.03438333,4.168516667,NA,NA,NA,NA,NA,0.0919768104735065,NA
"172","Cap Pinar","Cap Pinar","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2008,39.886006,3.181933,NA,NA,NA,NA,NA,0.136603846457548,NA
"174","Castell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.78579292861721,0.713381354313996,0.0107151131631053,NA,NA,NA
"175","Castillo del Romeral","Castillo del Romeral","Canarias","Atlantic Insular","Seagrass","Cymodocea nodosa","Healthy","Subtidal",2018,27.787783,-15.491339,8,4.3844368573549,0.336976250324336,NA,NA,0.967917441188571,NA
"176","Castro Marim (unspecified)NAAp","Castro Marim","S Portugal","Atlantic Ocean","Salt Marsh","Atriplex portulacoides","","Medium",NA,37.216693,-7.428161,NA,NA,NA,NA,NA,0.331537072897198,0.125567783851136
"177","Castro Marim (unspecified)NALm","Castro Marim","S Portugal","Atlantic Ocean","Salt Marsh","Limoniastrum monopetalum","","High",NA,37.216693,-7.428161,NA,NA,NA,NA,NA,1.58765818182616,0.415660592811088
"178","CC","Vigo","Galiza","Atlantic Ocean","Seagrass","Zostera marina","Control","Subtidal",1,42.195054,-8.797624,5,NA,NA,NA,NA,0.0542083478446511,NA
"179","CM-1.1","Odiel","Andalucia","Atlantic Ocean","Salt Marsh","Spartina maritima","Healthy","Low",2005,37.23036,-6.95453,NA,NA,NA,NA,NA,0.110242562078844,NA
"180","CM-1.2","Odiel","Andalucia","Atlantic Ocean","Salt Marsh","Spartina maritima","Healthy","Low",2005,37.23036,-6.95453,NA,NA,NA,NA,NA,0.0946111540228889,NA
"181","CM-1.3","Odiel","Andalucia","Atlantic Ocean","Salt Marsh","Spartina maritima","Healthy","Low",2005,37.23036,-6.95453,NA,NA,NA,NA,NA,0.0929657426485778,NA
"182","CM-2.1","Odiel","Andalucia","Atlantic Ocean","Salt Marsh","Spartina maritima","Healthy","Low",2005,37.23036,-6.95453,NA,NA,NA,NA,NA,0.109419856391689,NA
"183","CM-3.1","Odiel","Andalucia","Atlantic Ocean","Salt Marsh","Spartina maritima","Healthy","Low",2005,37.23036,-6.95453,NA,NA,NA,NA,NA,0.0440147542628222,NA
"184","CM-3.2","Odiel","Andalucia","Atlantic Ocean","Salt Marsh","Spartina maritima","Healthy","Low",2005,37.23036,-6.95453,NA,NA,NA,NA,NA,0.101192799520133,NA
"185","Colonia Sant Jordi","Colonia de Sant Jordi","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2005,39.31106667,2.999333333,NA,NA,NA,NA,NA,0.117739373817249,0.0417600147058538
"186","Corroios10Ap","Corroios","S Portugal","Atlantic Ocean","Salt Marsh","Atriplex portulacoides","","Medium",NA,38.646632,-9.131159,NA,NA,NA,NA,NA,0.188606459441164,0.00172176742183697
"187","Corroios10Sm","Corroios","S Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,38.646632,-9.131159,NA,NA,NA,NA,NA,0.377234417015855,0.425950532024849
"188","Corroios11Sm","Corroios","S Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,38.646632,-9.131159,NA,NA,NA,NA,NA,0.463695468204386,NA
"189","Corroios12Ap","Corroios","S Portugal","Atlantic Ocean","Salt Marsh","Atriplex portulacoides","","Medium",NA,38.646632,-9.131159,NA,NA,NA,NA,NA,0.192624486086874,0.000820064379020135
"190","Corroios12Sm","Corroios","S Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,38.646632,-9.131159,NA,NA,NA,NA,NA,0.25741218845124,0.247717576889461
"191","Corroios1Sm","Corroios","S Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,38.646632,-9.131159,NA,NA,NA,NA,NA,0.323653212672568,NA
"192","Corroios2Ap","Corroios","S Portugal","Atlantic Ocean","Salt Marsh","Atriplex portulacoides","","Medium",NA,38.646632,-9.131159,NA,NA,NA,NA,NA,0.195672590444687,0.00129003859019414
"193","Corroios2Sm","Corroios","S Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,38.646632,-9.131159,NA,NA,NA,NA,NA,0.154516400596514,0.0983602618830677
"194","Corroios3Sm","Corroios","S Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,38.646632,-9.131159,NA,NA,NA,NA,NA,0.171162756847327,NA
"195","Corroios4Ap","Corroios","S Portugal","Atlantic Ocean","Salt Marsh","Atriplex portulacoides","","Medium",NA,38.646632,-9.131159,NA,NA,NA,NA,NA,0.157395764470151,0.0714668517716073
"196","Corroios4Sm","Corroios","S Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,38.646632,-9.131159,NA,NA,NA,NA,NA,0.242739909407433,NA
"197","Corroios5Sm","Corroios","S Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,38.646632,-9.131159,NA,NA,NA,NA,NA,0.255188110088824,NA
"198","Corroios6Ap","Corroios","S Portugal","Atlantic Ocean","Salt Marsh","Atriplex portulacoides","","Medium",NA,38.646632,-9.131159,NA,NA,NA,NA,NA,0.203062722242622,0.000767845174631622
"199","Corroios6Sm","Corroios","S Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,38.646632,-9.131159,NA,NA,NA,NA,NA,0.199055024493341,0.158604033339413
"200","Corroios7Sm","Corroios","S Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,38.646632,-9.131159,NA,NA,NA,NA,NA,0.448135217546632,NA
"201","Corroios8Ap","Corroios","S Portugal","Atlantic Ocean","Salt Marsh","Atriplex portulacoides","","Medium",NA,38.646632,-9.131159,NA,NA,NA,NA,NA,0.216028997020886,0.000450116165232509
"202","Corroios8Sm","Corroios","S Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,38.646632,-9.131159,NA,NA,NA,NA,NA,0.31280564331741,0.283808092604982
"203","Corroios9Sm","Corroios","S Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,38.646632,-9.131159,NA,NA,NA,NA,NA,0.619297974199974,0.0704176555513827
"204","CZ","Bay of Santander","Cantabria","Cantabrian Sea","Seagrass","Mixed Seagrass","Healthy","Intertidal",2000,43.45539951,-3.77280733,NA,NA,NA,NA,NA,0.0231521555555556,0.0143982213768846
"205","CZ","Bay of Santander","Cantabria","Cantabrian Sea","Seagrass","Mixed Seagrass","Healthy","Intertidal",2001,43.45539951,-3.77280733,NA,NA,NA,NA,NA,0.0231521555555556,0.0143982213768846
"206","Czo","Bay of Santander","Cantabria","Cantabrian Sea","Seagrass","Zostera noltii","Healthy","Intertidal",2000,43.45383959,-3.77305566,NA,NA,NA,NA,NA,0.00976177961350422,0.00653820136451602
"207","Czo","Bay of Santander","Cantabria","Cantabrian Sea","Seagrass","Zostera noltii","Healthy","Intertidal",2001,43.45383959,-3.77305566,NA,NA,NA,NA,NA,0.00976177961350422,0.00653820136451602
"208","DE.I","Villaricos","Andalucia","Mediterranean Sea","Seagrass","Posidonia oceanica","Degraded","Subtidal",2016,37.254828,-1.760349,15.9,13.941229330739,3.53630838091047,0.00485479862260707,NA,3.02532379214447,2.07858326857743
"209","Delta_High","Delta del Ebro","Catalunya","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1990,40.611931,0.705091,NA,NA,NA,NA,NA,0.0864,NA
"210","Delta_Low","Delta del Ebro","Catalunya","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1990,40.611931,0.705091,NA,NA,NA,NA,NA,0.0493714285714286,NA
"211","Delta_Mid","Delta del Ebro","Catalunya","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1990,40.611931,0.705091,NA,NA,NA,NA,NA,0.131657142857143,NA
"212","Dragonera","Dragonera","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2008,39.588277,2.316791,NA,NA,NA,NA,NA,0.103395999839727,0.0147594686488256
"213","Dzo","Bay of Santander","Cantabria","Cantabrian Sea","Seagrass","Zostera noltii","Healthy","Intertidal",2000,43.45025715,-3.77115093,NA,NA,NA,NA,NA,0.0097193370934455,0.00495231243492776
"214","Dzo","Bay of Santander","Cantabria","Cantabrian Sea","Seagrass","Zostera noltii","Healthy","Intertidal",2001,43.45025715,-3.77115093,NA,NA,NA,NA,NA,0.0097193370934455,0.00495231243492776
"215","Ebr1","Delta del Ebro","Catalunya","Mediterranean Sea","Salt Marsh","Sarcocornia","Healthy","Microtidal",1991,40.705415,0.855725,NA,NA,NA,NA,NA,0.221848944326742,NA
"216","Ebr2","Delta del Ebro","Catalunya","Mediterranean Sea","Salt Marsh","Sarcocornia","Healthy","Microtidal",1991,40.705415,0.855725,NA,NA,NA,NA,NA,0.289315335615148,NA
"217","Ebr3","Delta del Ebro","Catalunya","Mediterranean Sea","Salt Marsh","Arthrocnemum","Healthy","Microtidal",1991,40.705415,0.855725,NA,NA,NA,NA,NA,1.09562421640761,NA
"218","El Pajar","El Pajar","Canarias","Atlantic Insular","Seagrass","Cymodocea nodosa","Healthy","Subtidal",2018,27.753972,-15.669611,10,3.46316210051402,0.421673395377802,NA,NA,1.19209009371429,NA
"219","El Toro","El Toro","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2008,39.463044,2.470758,NA,NA,NA,NA,NA,0.0658404240911439,NA
"220","ENCA","Delta del Ebro","Catalunya","Mediterranean Sea","Salt Marsh","Salicornia","","Microtidal",2015,40.653283,0.685472,NA,NA,NA,NA,NA,0.403798042048238,0.144846689773413
"221","Encanyissada","Amposta","Catalunya","Mediterranean Sea","Salt Marsh","Mixed Salt Marsh","Healthy","Microtidal",NA,40.638238,0.742547,NA,22.7937482672242,NA,NA,NA,NA,NA
"223","EP05","Es Port","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2015,39.145,2.933333,5,31.2324297745782,NA,0.0188981249547797,NA,NA,NA
"224","ERMS T. ","Delta del Ebre","Catalunya","Mediterranean Sea","Salt Marsh","Sarcocornia","Grazing land","Microtidal",2019,40.655361,0.767817,0,10.3067156338744,NA,NA,NA,NA,NA
"225","Es Calo","Es Cal¢","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2008,39.758061,3.319967,NA,NA,NA,NA,NA,0.13598355574891,NA
"226","Es Caragol","Es Caragol-Cap de Salines","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2008,39.273233,3.041267,NA,NA,NA,NA,NA,0.124317021265031,NA
"227","Es Castell","Cabrera","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Intertidal",2012,39.152751,2.930537,5,NA,NA,NA,NA,0.137121766978108,NA
"228","Es Castell ","Es Castell ","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2005,39.15266667,2.93,NA,NA,NA,NA,NA,0.0385342126888443,NA
"229","Es Figueral","Es Figueral","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2006,39.05598333,1.5959,NA,NA,NA,NA,NA,0.14428225829129,NA
"230","Es Pujols","Formentera","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Intertidal",2012,38.728375,1.454938,4,9.73685821530701,NA,NA,NA,0.141843038270881,0.0685266636645885
"231","Es Pujols","Es Pujols","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2008,38.725262,1.457379,NA,9.73685821530701,NA,NA,NA,0.141843038270881,0.0685266636645885
"232","EST","Estany Menorca","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2021,40.013233,4.2039,1,16.4534695185463,4.38683186494724,NA,NA,NA,NA
"233","EZ","Bay of Santander","Cantabria","Cantabrian Sea","Seagrass","Zostera marina","Healthy","Intertidal",2000,43.45529212,-3.77125017,NA,NA,NA,NA,NA,0.0566281502500899,0.0379849727051467
"234","EZ","Bay of Santander","Cantabria","Cantabrian Sea","Seagrass","Zostera marina","Healthy","Intertidal",2001,43.45529212,-3.77125017,NA,NA,NA,NA,NA,0.0566281502500899,0.0379849727051467
"235","Fangar","Delta Ebre","Catalunya","Mediterranean Sea","Salt Marsh","Salicornia","Healthy","Microtidal",2022,40.762719,0.76145,0,8.0700119344807,3.24241999362565,NA,NA,NA,NA
"236","FBIO","Delta del Ebro","Catalunya","Mediterranean Sea","Salt Marsh","Phragmites australis","","Microtidal",2015,40.663111,0.703075,NA,NA,NA,NA,NA,0.694939049342511,0.232703956757807
"237","Fornells","Fornells","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2009,40.056467,4.137733,NA,NA,NA,NA,NA,0.108331700001118,0.0709681893534518
"238","Gando","Gando","Canarias","Atlantic Insular","Seagrass","Cymodocea nodosa","Healthy","Subtidal",2018,27.924814,-15.380603,10,5.92973316757209,1.02643326710896,NA,NA,0.631130063862857,NA
"239","GATA","Cabo Gata","Andalucia","Mediterranean Sea","Salt Marsh","Salicornia","","Microtidal",2016,36.759108,-2.217558,NA,NA,NA,NA,NA,1.6319275075783,0.958283621837208
"240","GRAM_14","Golf Roses","Catalunya","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",2021,42.158083,3.120033,14,3.5254168909195,0.392367841450216,NA,NA,NA,NA
"241","GRAM_14_2","Golf Roses","Catalunya","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",2021,42.158083,3.120033,14,5.47031686158874,0.290618501850313,NA,NA,NA,NA
"245","GRAM_6.5","Golf Roses","Catalunya","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",2021,42.158083,3.120033,6.5,3.91844601827035,0.252877245572556,NA,NA,NA,NA
"248","GRAM_7","Golf Roses","Catalunya","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",2021,42.158083,3.120033,7,3.59394879805014,0.342335576451952,NA,NA,NA,NA
"249","GRAM_8","Golf Roses","Catalunya","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",2021,42.158083,3.120033,8,3.24835304859565,0.275614089444402,NA,NA,NA,NA
"250","GRAM_8.3","Golf Roses","Catalunya","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2021,42.158083,3.120033,8.3,12.8967556793201,2.24098582762073,NA,NA,NA,NA
"251","GS-15","La pletera","Catalunya","Mediterranean Sea","Salt Marsh","Salicornia","Healthy","Microtidal",2015,42.030833,3.1925,NA,NA,NA,NA,NA,0.07718,NA
"252","GS-16","La pletera","Catalunya","Mediterranean Sea","Salt Marsh","Salicornia","Healthy","Microtidal",2016,42.030833,3.1925,NA,NA,NA,NA,NA,0.146642,NA
"253","Guixols_11","Sant Feliu de Guixols","Catalunya","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",2002,41.77936,3.033346,11,NA,NA,NA,NA,0.0135771428571429,NA
"254","Guixols_8","Sant Feliu de Guixols","Catalunya","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",2002,41.77936,3.033346,8,NA,NA,NA,NA,0.0189257142857143,NA
"255","Hotel Delta","Hotel Delta","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2009,39.449042,2.74003,NA,NA,NA,NA,NA,0.136218795940491,0.046324445144181
"256","HS-15","La pletera","Catalunya","Mediterranean Sea","Salt Marsh","Salicornia","Healthy","Microtidal",2015,42.030833,3.1925,NA,NA,NA,NA,NA,1.46642,NA
"257","HS-16","La pletera","Catalunya","Mediterranean Sea","Salt Marsh","Halimione","Healthy","Microtidal",2016,42.030833,3.1925,NA,NA,NA,NA,NA,1.24150052850721,NA
"258","Illa de Formentor","Illa de Formentor","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2008,39.920878,3.149217,NA,NA,NA,NA,NA,0.105876529534827,0.0161073326595511
"259","Illa Des Colom","Illa Des Colom","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2006,39.962,4.273164251,NA,NA,NA,NA,NA,0.129907106548665,NA
"260","Illes Bledes","Illes Bledes","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2009,39.922035,3.056721,NA,NA,NA,NA,NA,0.244464366607155,NA
"261","Illetas","Illetas- Calvi ","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2005,39.53506667,2.5927,NA,NA,NA,NA,NA,0.0614726943671357,NA
"262","Illetes formentera","Illetes formentera","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2008,38.756083,1.430467,NA,NA,NA,NA,NA,0.178996347555674,NA
"263","Illetes Mallorca","Illetes Mallorca","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2008,39.541214,2.595811,NA,NA,NA,NA,NA,0.0453309477834362,NA
"264","Isla del Aire","Isla del Aire","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2006,39.80453333,4.291566667,NA,NA,NA,NA,NA,0.0976230885854931,NA
"265","Islas Bledas","Islas Bledas","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2006,40.06666667,4.025,NA,NA,NA,NA,NA,0.122216143576281,NA
"266","Laranjo basin11Bm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Bolboschoenus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.0544900160954815,NA
"267","Laranjo basin11Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.3484044941904,NA
"268","Laranjo basin1Bm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Bolboschoenus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.0272450080477407,NA
"269","Laranjo basin1Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.3620140449264,NA
"270","Laranjo basin3Bm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Bolboschoenus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.174358025768023,NA
"271","Laranjo basin3Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.4817780898528,NA
"272","Laranjo basin5Bm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Bolboschoenus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.430471127852648,NA
"273","Laranjo basin5Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.797519663052,NA
"274","Laranjo basin7Bm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Bolboschoenus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.267001079178234,NA
"275","Laranjo basin7Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.6777556181256,NA
"276","Laranjo basin9Bm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Bolboschoenus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.0272450080477407,NA
"277","Laranjo basin9Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.563435393106,NA
"278","Laranjo bay ? L111Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.291698969232,NA
"279","Laranjo bay ? L11Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.4275587630784,NA
"280","Laranjo bay ? L13Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.4575278349996,NA
"281","Laranjo bay ? L15Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.545437113462,NA
