Site ID;Sample ID;Ecosystem;Specie;;Above;Ab SD;Below;B SD;n;
RF-004;RF-004_06;Seagrass;Zostera noltii;;1.02417795;;;;;
RF-004;RF-004_07;Seagrass;Zostera noltii;;0.844294004;;;;;
RF-004;RF-004_08;Seagrass;Zostera noltii;;1.047388781;;;;;
RF-005;low_01;Seagrass;Zostera noltii;;0.442396313;;;0.128775835;;
RF-005;low_02;Seagrass;Zostera noltii;;0.303225806;;;0.125914149;;
RF-005;low_03;Seagrass;Zostera noltii;;0.176036866;;;0.122098569;;
RF-005;low_04;Seagrass;Zostera noltii;;0.152995392;;;0.062957075;;
RF-005;low_05;Seagrass;Zostera noltii;;0.047004608;;;0.105882353;;
RF-005;low_06;Seagrass;Zostera noltii;;0.143778802;;;0.124960254;;
RF-005;low_07;Seagrass;Zostera noltii;;0.132718894;;;0.198410175;;
RF-005;medium_01;Seagrass;Zostera noltii;;0.126267281;;;0.100158983;;
RF-005;medium_02;Seagrass;Zostera noltii;;0.329953917;;;0.214626391;;
RF-005;medium_03;Seagrass;Zostera noltii;;0.176036866;;;0.1354531;;
RF-005;medium_04;Seagrass;Zostera noltii;;0.125345622;;;0.110651828;;
RF-005;medium_05;Seagrass;Zostera noltii;;0.128110599;;;0.146899841;;
RF-005;medium_06;Seagrass;Zostera noltii;;0.08202765;;;0.146899841;;
RF-005;medium_07;Seagrass;Zostera noltii;;0.116129032;;;0.183147854;;
RF-005;high_01;Seagrass;Zostera noltii;;0.112442396;;;0.056279809;;
RF-005;high_02;Seagrass;Zostera noltii;;0.184331797;;;0.078219396;;
RF-005;high_03;Seagrass;Zostera noltii;;0.118894009;;;0.042925278;;
RF-005;high_04;Seagrass;Zostera noltii;;0.094930876;;;0.080127186;;
RF-005;high_05;Seagrass;Zostera noltii;;0.087557604;;;0.053418124;;
RF-005;high_06;Seagrass;Zostera noltii;;0.111520737;;;0.098251192;;
RF-005;high_07;Seagrass;Zostera noltii;;0.152995392;;;0.141176471;;
RF-006;P1_01;Seagrass;Zostera noltii;;0.132629161;;;;;
RF-006;P1_02;Seagrass;Zostera noltii;;0.251995406;;;;;
RF-006;P1_03;Seagrass;Zostera noltii;;0.219280213;;;;;
RF-006;P2_04;Seagrass;Zostera noltii;;0.152965632;;;;;
RF-006;P2_05;Seagrass;Zostera noltii;;0.182144048;;;;;
RF-006;P2_06;Seagrass;Zostera noltii;;0.175954687;;;;;
RF-007;P1_07;Salt Marsh;Spartina maritima;;0.339733333;;;;;
RF-007;P1_08;Salt Marsh;Spartina maritima;;0.308222222;;;;;
RF-007;P1_09;Salt Marsh;Spartina maritima;;0.197511111;;;;;
RF-007;P2_01;Salt Marsh;Spartina maritima;;0.135666667;;;;;
RF-007;P2_02;Salt Marsh;Spartina maritima;;0.219111111;;;;;
RF-007;P2_03;Salt Marsh;Spartina maritima;;0.129555556;;;;;
RF-008;P1_008_01;Seagrass;Mixed Seagrass;;0.08016;;;;;
RF-008;P1_008_02;Seagrass;Mixed Seagrass;;0.1648;;;;;
RF-008;P1_008_03;Seagrass;Mixed Seagrass;;0.04384;;;;;
RF-008;P2_008_01;Seagrass;Mixed Seagrass;;0.1176;;;;;
RF-008;P2_008_02;Seagrass;Mixed Seagrass;;0.0824;;;;;
RF-008;P2_008_03;Seagrass;Mixed Seagrass;;0.19632;;;;;
RF-009;S1;Seagrass;Cymodocea nodosa;;0.244897959;;;0.46122449;;
RF-009;S2;Seagrass;Cymodocea nodosa;;0.363265306;;;0.502040816;;
RF-009;MS3;Seagrass;Cymodocea nodosa;;0.153061224;;;0.593877551;;
RF-009;M4_01;Seagrass;Cymodocea nodosa;;0.475510204;;;0.469387755;;
RF-009;M4_02;Seagrass;Cymodocea nodosa;;0.208163265;;;0.159183673;;
RF-010;Culatra;Seagrass;Mixed Seagrass;;0.108;;;0.494;;
RF-CP;F1;Seagrass;Zostera noltii;;0.196291096;;;0.099029742;;
RF-CP;F2;Seagrass;Zostera noltii;;0.20336465;;;0.093724578;;
RF-CP;F3;Seagrass;Zostera noltii;;0.098145548;;;0.048630677;;
RF-M5;F4;Seagrass;Zostera noltii;;0.094608772;;;0.118482013;;
RF-M5;F5;Seagrass;Zostera noltii;;0.110524266;;;0.094608772;;
RF-M5;F6;Seagrass;Zostera noltii;;0.107871684;;;0.158270749;;
RF-M6;F7;Seagrass;Zostera noltii;;0.141471061;;;0.099029742;;
RF-M6;F8;Seagrass;Zostera noltii;;0.115829431;;;0.195406902;;
RF-M6;F9;Seagrass;Zostera noltii;;0.161807525;;;0.173302049;;
RF-M7;F10;Seagrass;Zostera noltii;;0.206901426;;;0.249342744;;
RF-M7;F11;Seagrass;Zostera noltii;;0.147660419;;;0.153849778;;
RF-M7;F12;Seagrass;Zostera noltii;;0.09637716;;;0.022989047;;
RF-M2;F13;Seagrass;Zostera noltii;;0.141471061;;;0.326267633;;
RF-M2;F14;Seagrass;Zostera noltii;;0.115829431;;;0.320962469;;
RF-M2;F15;Seagrass;Zostera noltii;;0.137934284;;;0.404076717;;
RF-M1;F16;Seagrass;Cymodocea nodosa;;0.19275432;;;0.133513313;;
RF-M1;F17;Seagrass;Mixed Seagrass;;0.296205033;;;0.157386555;;
RF-M1;F18;Seagrass;Cymodocea nodosa;;0.236079832;;;0.228122085;;
RF-M1;F19;Seagrass;Cymodocea nodosa;;0.449170617;;;0.083114248;;
RF-M1;F20;Seagrass;Cymodocea nodosa;;0.163575914;;;0.035367765;;
RF-M1;F21;Seagrass;Mixed Seagrass;;0.486306771;;;0.148544614;;
RF-M1;F22;Seagrass;Zostera noltii;;0.207944775;;;0.274727958;;
RF-M1;F23;Seagrass;Zostera noltii;;0.116713625;;;0.183028185;;
RF-M1;F24;Seagrass;Zostera noltii;;0.136165896;;;0.16711269;;
RF-013;V01;Seagrass;Zostera noltii;;0.063069567;;;0.095908537;;
RF-013;V02;Seagrass;Zostera noltii;;0.119737569;;;0.102044844;;
RF-013;V03;Seagrass;Zostera noltii;;0.074661352;;;0.074183887;;
RF-014;V07;Seagrass;Zostera noltii;;0.167899623;;;0.094759085;;
RF-014;V08;Seagrass;Zostera noltii;;0.200694383;;;0.143823017;;
RF-014;V09;Seagrass;Zostera noltii;;0.131939448;;;0.141992735;;
RF-015;V14;Seagrass;Zostera noltii;;0.168120672;;;0.205212615;;
RF-015;V15;Seagrass;Zostera noltii;;0.090099382;;;0.147138745;;
RF-015;V13;Seagrass;Zostera noltii;;0.068993668;;;0.193930298;;
RF-016;RF-016_6;Seagrass;Zostera noltii;;0.116165425;;;0.045677469;;
RF-016;RF-016_7;Seagrass;Zostera noltii;;0.180817699;;;0.080886079;;
RF-016;RF-016_8;Seagrass;Zostera noltii;;0.225885074;;;0.099542575;;
RF-016;RF-016_9;Seagrass;Zostera noltii;;0.165742189;;;0.086668708;;
RF-016;RF-016_10;Seagrass;Zostera noltii;;0.114122936;;;0.068843355;;
RF-Sm1;Sm1_5;Salt Marsh;Spartina maritima;;0.084009778;;;;;
RF-Sm1;Sm1_10;Salt Marsh;Spartina maritima;;0.394143333;;;;;
RF-Sm1;Sm2_5;Salt Marsh;Spartina maritima;;0.181234667;;;;;
RF-Sm2;Sm2_10;Salt Marsh;Spartina maritima;;0.119308;;;;;
RF-Sm2;Sm2_12;Salt Marsh;Spartina maritima;;0.095922222;;;;;
RF-Sm3;Sm3_5;Salt Marsh;Spartina maritima;;0.329572222;;;;;
RF-Sm3;Sm3_10;Salt Marsh;Spartina maritima;;0.161099556;;;;;
RF-Sm3;Sm3_15;Salt Marsh;Spartina maritima;;0.194392;;;;;
RF-Sm3;Sm3_20;Salt Marsh;Spartina maritima;;0.072268;;;;;
RF-Sm3;Sm3_25;Salt Marsh;Spartina maritima;;0.294449778;;;;;
RF-Sm4;Sm4_8;Salt Marsh;Spartina maritima;;0.402434667;;;;;
RF-Sm4;Sm4_12;Salt Marsh;Spartina maritima;;0.158222222;;;;;
RF-Sm4;Sm4_15;Salt Marsh;Spartina maritima;;0.163424;;;;;
RF-Sm1;RF-Sm1_23;Salt Marsh;Spartina maritima;;0.116933673;;;1.558141582;;
RF-Sm1;RF-Sm1_39;Salt Marsh;Spartina maritima;;0.287670918;;;2.386568878;;
RF-Sm1;RF-Sm1_40;Salt Marsh;Spartina maritima;;0.120829082;;;1.768253827;;
RF-Sm2;RF-Sm2_31;Salt Marsh;Spartina maritima;;0.188344388;;;1.474556122;;
RF-Sm2;RF-Sm2_132;Salt Marsh;Spartina maritima;;0.14791199;;;0.960098214;;
RF-Sm2;RF-Sm2_33;Salt Marsh;Spartina maritima;;0.245040816;;;1.849147959;;
RF-Sm3;RF-Sm3_28;Salt Marsh;Spartina maritima;;0.277897959;;;0.695686224;;
RF-Sm3;RF-Sm3_29;Salt Marsh;Spartina maritima;;0.593290816;;;0.719603316;;
RF-Sm3;RF-Sm3_30;Salt Marsh;Spartina maritima;;0.543491071;;;0.743571429;;
RF-Sm4;RF-Sm4_35;Salt Marsh;Spartina maritima;;0.303;;;0.337325255;;
RF-Sm4;RF-Sm4_36;Salt Marsh;Spartina maritima;;0.1788125;;;0.442482143;;
RF-Sm4;RF-Sm4_37;Salt Marsh;Spartina maritima;;0.199571429;;;0.185104592;;
RF-ZN1;RF-ZN1_10;Seagrass;Zostera noltii;;0.07642;;;0.30266;;
RF-ZN1;RF-ZN1_11;Seagrass;Zostera noltii;;0.04734;;;0.44453;;
RF-ZN1;RF-ZN1_12;Seagrass;Zostera noltii;;0.06353;;;0.48469;;
RF-ZN2;RF-ZN2_17;Seagrass;Zostera noltii;;0.01845;;;0.28815;;
RF-ZN2;RF-ZN2_19;Seagrass;Zostera noltii;;0.06394;;;0.38863;;
RF-ZN2;RF-ZN2_20;Seagrass;Zostera noltii;;0.01452;;;0.2382;;
RF-ZN3;RF-ZN3_53;Seagrass;Zostera noltii;;0.04865;;;0.2443;;
RF-ZN3;RF-ZN3_71;Seagrass;Zostera noltii;;0.04009;;;0.31787;;
RF-ZN3;RF-ZN3_72;Seagrass;Zostera noltii;;0.03938;;;0.23495;;
RF-ZN4;RF-ZN4_14;Seagrass;Zostera noltii;;0.00317;;;0.08079;;
RF-ZN4;RF-ZN4_15;Seagrass;Zostera noltii;;0.01545;;;0.09395;;
RF-ZN4;RF-ZN4_16;Seagrass;Zostera noltii;;0.00993;;;0.09002;;
RF-018;RF-018;Salt Marsh;Spartina maritima;;0.559694883;;;1.485446136;;
RF-019;RF-019;Salt Marsh;Spartina maritima;;0.396118969;;;2.61721462;;
RF-020;RF-020;Salt Marsh;Spartina maritima;;0.923982864;;;0.855899916;;
RF-021;RF-021;Salt Marsh;Spartina maritima;;0.340414739;;;0.680829479;;
RF-022;RF-022;Salt Marsh;Spartina maritima;;0.654303655;;;1.209577567;;
RF-023;RF-023;Seagrass;Zostera noltii;;0.118482013;;;0.063661977;;
RF-024;RF-024;Seagrass;Zostera noltii;;0.097261354;;;0.131744925;;
RF-025;RF-025;Seagrass;Zostera noltii;;0.062777783;;;0.150313002;;
RF-026;RF-026;Seagrass;Zostera noltii;;0.038904542;;;0.185680767;;
RF-027;RF-027;Seagrass;Zostera noltii;;0.113176848;;;0.08576683;;
RF-028;RF-028_01;Seagrass;Cymodocea nodosa;;0.01888814;;;0.013100688;;
RF-028;RF-028_02;Seagrass;Cymodocea nodosa;;0.118642776;;;0.3398813;;
RF-028;RF-028_03;Seagrass;Cymodocea nodosa;;0.07208009;;;0.205191497;;
RF-028;RF-028_04;Seagrass;Cymodocea nodosa;;0.031567923;;;0.079972071;;
RF-028;RF-028_05;Seagrass;Cymodocea nodosa;;0.120221172;;;0.3398813;;
RF-028;RF-028_06;Seagrass;Cymodocea nodosa;;0.146527774;;;0.318309886;;
RF-028;RF-028_07;Seagrass;Cymodocea nodosa;;0.066555703;;;0.210715883;;
RF-028;RF-028_08;Seagrass;Cymodocea nodosa;;0.094440702;;;0.434848134;;
RF-028;RF-028_09;Seagrass;Cymodocea nodosa;;0.077867542;;;0.225447581;;
RF-028;RF-028_10;Seagrass;Zostera marina;;0.110487729;;;0.087337919;;
RF-028;RF-028_11;Seagrass;Zostera marina;;0.068660232;;;0.072869288;;
RF-028;RF-028_12;Seagrass;Zostera marina;;0.131269945;;;0.134689803;;
RF-029;RF-029_1;Seagrass;Zostera noltii;;0.026525824;;;0.018568077;;
RF-029;RF-029_2;Seagrass;Zostera noltii;;0.06631456;;;0.08134586;;
RF-029;RF-029_3;Seagrass;Zostera noltii;;0.068967142;;;0.018568077;;
RF-029;RF-029_4;Seagrass;Zostera noltii;;0.076924889;;;0.102566519;;
RF-029;RF-029_5;Seagrass;Zostera noltii;;0.005305165;;;0.048630677;;
RF-R1;R1.10;Seagrass;Zostera noltii;;0.044379786;;;0.104917089;;
RF-R2;R2.10;Seagrass;Zostera noltii;;0.046309342;;;0.159315658;;
RF-R3;R3.10;Seagrass;Zostera noltii;;0.064532925;;;0.09351395;;
RF-I1;I1.10;Seagrass;Zostera noltii;;0.010719755;;;0.02920212;;
RF-I2;I2.10;Seagrass;Zostera noltii;;0.003430322;;;0.097741553;;
Oka_01;Oka_01a;Seagrass;Zostera noltii;September;0.00675;;;;;
Oka_01;Oka_01b;Seagrass;Zostera noltii;September;0.005;;;;;
Oka_01;Oka_01c;Seagrass;Zostera noltii;September;0.0025;;;;;
Oka_02;Oka_02a;Seagrass;Zostera noltii;September;0.01475;;;;;
Oka_02;Oka_02b;Seagrass;Zostera noltii;September;0.0075;;;;;
Oka_02;Oka_02c;Seagrass;Zostera noltii;September;0.02475;;;;;
Arenal;Arenal_2006;Seagrass;Posidonia oceanica;October;0.54710505;;;;;
Biniancolla;Biniancolla_2009;Seagrass;Posidonia oceanica;August;0.440364876;;;;;
Cala Blanca;Cala Blanca_2009;Seagrass;Posidonia oceanica;August;0.423308783;;;;;
Cala Blanca;Cala Blanca_2006;Seagrass;Posidonia oceanica;October;0.38090073;;;;;
Cala Deia;Cala Deia_2008;Seagrass;Posidonia oceanica;August;0.549719433;;;;;
Cala Deia;Cala Deia_2005;Seagrass;Posidonia oceanica;September;0.413474712;;;;;
Cala DOr;Cala DOr_2008;Seagrass;Posidonia oceanica;August;0.288313401;;;;;
Cala DOr;Cala DOr_2006;Seagrass;Posidonia oceanica;September;0.184168561;;;;;
Cala Es Grau;Cala Es Grau_2009;Seagrass;Posidonia oceanica;August;0.340926936;;;;;
Cala Figuera;Cala Figuera_2008;Seagrass;Posidonia oceanica;September;0.197387931;;;;;
Cala Galdana;Cala Galdana_2009;Seagrass;Posidonia oceanica;August;0.416732121;;;;;
Cala Galdana;Cala Galdana_2006;Seagrass;Posidonia oceanica;October;0.370874743;;;;;
Cala Gamba;Cala Gamba_2008;Seagrass;Posidonia oceanica;August;0.162333358;;;;;
Cala Gamba;Cala Gamba_2006;Seagrass;Posidonia oceanica;December;0.170185766;;;;;
Cala Llentisca;Cala Llentisca_2006;Seagrass;Posidonia oceanica;September;0.225564511;;;;;
Cala Llenya;Cala Llenya_2009;Seagrass;Posidonia oceanica;September;0.485596815;;;;;
Cala Llenya;Cala Llenya_2006;Seagrass;Posidonia oceanica;August;0.377169284;;;;;
Cala Llonga;Cala Llonga_2008;Seagrass;Posidonia oceanica;September;0.306169132;;;;;
Cala Llonga ;Cala Llonga _2005;Seagrass;Posidonia oceanica;August;0.227139257;;;;;
Cala Marmacen;Cala Marmacen_2008;Seagrass;Posidonia oceanica;September;0.34181697;;;;;
Cala Marmacen;Cala Marmacen_2005;Seagrass;Posidonia oceanica;September;0.165250472;;;;;
Cala Matzoc;Cala Matzoc_2006;Seagrass;Posidonia oceanica;September;0.108154498;;;;;
Cala Matzoc;Cala Matzoc_2009;Seagrass;Posidonia oceanica;September;0.428744581;;;;;
Cala Millor;Cala Millor_2008;Seagrass;Posidonia oceanica;September;0.413955665;;;;;
Cala Millor;Cala Millor_2005;Seagrass;Posidonia oceanica;September;0.455741774;;;;;
Cala Mondrago;Cala Mondrago_2008;Seagrass;Posidonia oceanica;August;0.627675223;;;;;
Cala Morell;Cala Morell_2009;Seagrass;Posidonia oceanica;August;0.463824899;;;;;
Cala Murta;Cala Murta_2005;Seagrass;Posidonia oceanica;September;0.247544545;;;;;
Cala Ratjada;Cala Ratjada_2009;Seagrass;Posidonia oceanica;September;0.201975837;;;;;
Cala Sahona;Cala Sahona_2006;Seagrass;Posidonia oceanica;August;0.392772714;;;;;
Cala Tamida;Cala Tamida_2006;Seagrass;Posidonia oceanica;September;0.385661797;;;;;
Cala Tarida;Cala Tarida_2009;Seagrass;Posidonia oceanica;September;0.486092954;;;;;
Cala Torreta;Cala Torreta_2008;Seagrass;Posidonia oceanica;September;0.569387309;;;;;
Cala Torreta ;Cala Torreta _2005;Seagrass;Posidonia oceanica;September;0.407720077;;;;;
Cala Tuent;Cala Tuent_2009;Seagrass;Posidonia oceanica;September;0.472030737;;;;;
Cala n Porter;Cala n Porter_2009;Seagrass;Posidonia oceanica;August;0.326986707;;;;;
Cales Coves;Cales Coves_2006;Seagrass;Posidonia oceanica;October;0.234058155;;;;;
Can Picafort;Can Picafort_2009;Seagrass;Posidonia oceanica;August;0.197667557;;;;;
Can Picafort;Can Picafort_2005;Seagrass;Posidonia oceanica;September;0.211514601;;;;;
Cap Blanc;Cap Blanc_2009;Seagrass;Posidonia oceanica;August;0.435900294;;;;;
Cap Blanc;Cap Blanc_2006;Seagrass;Posidonia oceanica;November;0.276501961;;;;;
Cap de Menorca;Cap de Menorca_2009;Seagrass;Posidonia oceanica;September;0.456097734;;;;;
Cap de Menorca;Cap de Menorca_2006;Seagrass;Posidonia oceanica;September;0.315943448;;;;;
Cap Enderrocat;Cap Enderrocat_2009;Seagrass;Posidonia oceanica;September;0.305469639;;;;;
Cap Formentor;Cap Formentor_2009;Seagrass;Posidonia oceanica;August;0.613247556;;;;;
Cap Llentrisca;Cap Llentrisca_2009;Seagrass;Posidonia oceanica;September;0.480756272;;;;;
Cap Mussons;Cap Mussons_2009;Seagrass;Posidonia oceanica;September;0.41199772;;;;;
Cap Negret;Cap Negret_2009;Seagrass;Posidonia oceanica;September;0.263103284;;;;;
Cap Pentinat;Cap Pentinat_2006;Seagrass;Posidonia oceanica;October;0.236428576;;;;;
Cap Pinar;Cap Pinar_2008;Seagrass;Posidonia oceanica;September;0.351143432;;;;;
Colonia Sant Jordi;Colonia Sant Jordi_2005;Seagrass;Posidonia oceanica;October;0.226747402;;;;;
Colonia Sant Jordi;Colonia Sant Jordi_2008;Seagrass;Posidonia oceanica;September;0.378556312;;;;;
Dragonera;Dragonera_2008;Seagrass;Posidonia oceanica;September;0.292609197;;;;;
Dragonera;Dragonera_2005;Seagrass;Posidonia oceanica;September;0.23895455;;;;;
El Toro;El Toro_2008;Seagrass;Posidonia oceanica;September;0.169244374;;;;;
Es Calo;Es Calo_2008;Seagrass;Posidonia oceanica;September;0.34954896;;;;;
Es Caragol;Es Caragol_2008;Seagrass;Posidonia oceanica;August;0.319559856;;;;;
Es Castell ;Es Castell _2005;Seagrass;Posidonia oceanica;September;0.099053109;;;;;
Es Castell;Es Castell_2008;Seagrass;Posidonia oceanica;August;0.352474759;;;;;
Es Figueral;Es Figueral_2006;Seagrass;Posidonia oceanica;August;0.370880972;;;;;
Es Pujols;Es Pujols_2008;Seagrass;Posidonia oceanica;September;0.489167346;;;;;
Es Pujols;Es Pujols_2005;Seagrass;Posidonia oceanica;August;0.240054452;;;;;
Fornells;Fornells_2009;Seagrass;Posidonia oceanica;August;0.407463457;;;;;
Fornells;Fornells_2006;Seagrass;Posidonia oceanica;October;0.149474959;;;;;
Hotel Delta;Hotel Delta_2009;Seagrass;Posidonia oceanica;September;0.434354573;;;;;
Hotel Delta;Hotel Delta_2006;Seagrass;Posidonia oceanica;November;0.265952728;;;;;
Illa de Formentor;Illa de Formentor_2008;Seagrass;Posidonia oceanica;August;0.301435382;;;;;
Illa de Formentor;Illa de Formentor_2005;Seagrass;Posidonia oceanica;September;0.242880886;;;;;
Illa Des Colom;Illa Des Colom_2006;Seagrass;Posidonia oceanica;October;0.333929303;;;;;
Illes Bledes;Illes Bledes_2009;Seagrass;Posidonia oceanica;August;0.628401461;;;;;
Illetas;Illetas_2005;Seagrass;Posidonia oceanica;August;0.158017021;;;;;
Illetes formentera;Illetes formentera_2008;Seagrass;Posidonia oceanica;September;0.460114363;;;;;
Illetes Mallorca;Illetes Mallorca_2008;Seagrass;Posidonia oceanica;August;0.116524278;;;;;
Isla del Aire;Isla del Aire_2006;Seagrass;Posidonia oceanica;October;0.250942468;;;;;
Islas Bledas;Islas Bledas_2006;Seagrass;Posidonia oceanica;October;0.3141595;;;;;
LOlla;LOlla_2006;Seagrass;Posidonia oceanica;September;0.297775661;;;;;
Magalluf;Magalluf_2008;Seagrass;Posidonia oceanica;August;0.389782667;;;;;
Magalluf;Magalluf_2005;Seagrass;Posidonia oceanica;August;0.159926552;;;;;
Mondrago;Mondrago_2006;Seagrass;Posidonia oceanica;September;0.255075029;;;;;
Platja de Ses Salines;Platja de Ses Salines_2008;Seagrass;Posidonia oceanica;September;0.610922709;;;;;
Platja den Bossa;Platja den Bossa_2008;Seagrass;Posidonia oceanica;September;0.457249475;;;;;
Platja den Bossa;Platja den Bossa_2005;Seagrass;Posidonia oceanica;August;0.227327686;;;;;
Platja des Mitjorn;Platja des Mitjorn_2008;Seagrass;Posidonia oceanica;September;0.232027727;;;;;
Platja des Mitjorn;Platja des Mitjorn_2005;Seagrass;Posidonia oceanica;August;0.177497592;;;;;
Pollenca;Pollenca_2008;Seagrass;Posidonia oceanica;August;0.598057728;;;;;
Pollenca;Pollenca_2005;Seagrass;Posidonia oceanica;September;0.227367793;;;;;
Port Dalcudia;Port Dalcudia_2006;Seagrass;Posidonia oceanica;September;0.123564021;;;;;
Port Dalcudia;Port Dalcudia_2009;Seagrass;Posidonia oceanica;August;0.138910773;;;;;
Port de Mao;Port de Mao_2006;Seagrass;Posidonia oceanica;October;0.287061351;;;;;
Port de Mao;Port de Mao_2009;Seagrass;Posidonia oceanica;August;0.425268001;;;;;
Port de Soller;Port de Soller_2008;Seagrass;Posidonia oceanica;August;0.278342722;;;;;
Portals Vells;Portals Vells_2006;Seagrass;Posidonia oceanica;September;0.238393591;;;;;
Porto Colom;Porto Colom_2008;Seagrass;Posidonia oceanica;August;0.256162335;;;;;
Porto Colom;Porto Colom_2005;Seagrass;Posidonia oceanica;September;0.179743778;;;;;
Porto Cristo;Porto Cristo_2009;Seagrass;Posidonia oceanica;September;0.350945756;;;;;
Pta Sa Creu;Pta Sa Creu_2006;Seagrass;Posidonia oceanica;September;0.436116004;;;;;
Pta Sa Creu;Pta Sa Creu_2006;Seagrass;Posidonia oceanica;September;0.332127997;;;;;
Punta de Sa Creu;Punta de Sa Creu_2008;Seagrass;Posidonia oceanica;September;0.558191697;;;;;
Punta Dels Andreus;Punta Dels Andreus_2006;Seagrass;Posidonia oceanica;August;0.507898403;;;;;
Punta den Valls;Punta den Valls_2009;Seagrass;Posidonia oceanica;September;0.638359416;;;;;
Punta Des Gat;Punta Des Gat_2009;Seagrass;Posidonia oceanica;September;0.65684402;;;;;
Punta Des Gat;Punta Des Gat_2006;Seagrass;Posidonia oceanica;September;0.278992113;;;;;
Punta dets Andreus;Punta dets Andreus_2008;Seagrass;Posidonia oceanica;September;0.41955744;;;;;
Punta Galinda;Punta Galinda_2008;Seagrass;Posidonia oceanica;September;0.319249943;;;;;
Punta Llobera;Punta Llobera_2009;Seagrass;Posidonia oceanica;August;0.540085715;;;;;
Punta Rasa;Punta Rasa_2008;Seagrass;Posidonia oceanica;September;0.466915502;;;;;
Punta Sa Creu;Punta Sa Creu_2009;Seagrass;Posidonia oceanica;September;0.649093128;;;;;
SAlgar;SAlgar_2009;Seagrass;Posidonia oceanica;August;0.349842152;;;;;
SAlgar;SAlgar_2006;Seagrass;Posidonia oceanica;October;0.237204652;;;;;
Sant Antoni;Sant Antoni_2009;Seagrass;Posidonia oceanica;September;0.21859577;;;;;
Sant Antoni;Sant Antoni_2005;Seagrass;Posidonia oceanica;September;0.227911343;;;;;
Santa Eulalia;Santa Eulalia_2005;Seagrass;Posidonia oceanica;August;0.188460323;;;;;
Santa Eulalia;Santa Eulalia_2009;Seagrass;Posidonia oceanica;August;0.529229275;;;;;
Santa Maria;Santa Maria_2005;Seagrass;Posidonia oceanica;September;0.22597464;;;;;
Santa Maria;Santa Maria_2008;Seagrass;Posidonia oceanica;August;0.37365864;;;;;
Santa Ponca;Santa Ponca_2008;Seagrass;Posidonia oceanica;September;0.327023597;;;;;
SArenal de SOlla;SArenal de SOlla_2009;Seagrass;Posidonia oceanica;August;0.519088194;;;;;
SArenal de Son Saura;SArenal de Son Saura_2009;Seagrass;Posidonia oceanica;August;0.275412901;;;;;
Ses Balandres;Ses Balandres_2005;Seagrass;Posidonia oceanica;September;0.217821881;;;;;
Ses Illetas;Ses Illetas_2005;Seagrass;Posidonia oceanica;September;0.294415877;;;;;
Ses Penyes;Ses Penyes_2009;Seagrass;Posidonia oceanica;August;0.655211575;;;;;
Ses Salinas;Ses Salinas_2006;Seagrass;Posidonia oceanica;November;0.499776321;;;;;
Sestany Den Mas;Sestany Den Mas_2006;Seagrass;Posidonia oceanica;September;0.258858997;;;;;
SEstanyol;SEstanyol_2008;Seagrass;Posidonia oceanica;September;0.352390313;;;;;
SArenal de SOlla;SOlla_2008;Seagrass;Posidonia oceanica;August;0.534396295;;;;;
Son Serra de Marina;Son Serra de Marina_2008;Seagrass;Posidonia oceanica;September;0.192057702;;;;;
Son Veri;Son Veri_2008;Seagrass;Posidonia oceanica;August;0.228410565;;;;;
Son Veri;Son Veri_2006;Seagrass;Posidonia oceanica;November;0.152619496;;;;;
Santa Ponca;Sta. Ponca_2006;Seagrass;Posidonia oceanica;November;0.215617902;;;;;
Talamanca;Talamanca_2008;Seagrass;Posidonia oceanica;September;0.428742368;;;;;
Talamanca;Talamanca_2006;Seagrass;Posidonia oceanica;August;0.185949406;;;;;
SS_1_22;SS_1_22;Seagrass;Zostera marina;July;0.103;;;0.078;;1
SS_2_22;SS_2_22;Seagrass;Zostera marina;July;0.108;;;0.057;;1
SS_3_22;SS_3_22;Seagrass;Zostera marina;July;0.16;;;0.135;;1
SS_4_22;SS_4_22;Seagrass;Zostera marina;July;0.152;;;0.154;;1
ME_Phf;Coura P1 10-02-2022;Salt Marsh;Phragmites autralis;February;4.26;;;3.4525;;1
ME_Smf;Coura P2 11-02-2022;Salt Marsh;Scirpus maritimus;February;0.945277778;;;4.445;;1
ME_Jf;Coura P3 11-02-2022;Salt Marsh;Juncos maritimus;February;1.963611111;;;6.325;;1
ME_Spf;Coura P4 11-02-2022;Salt Marsh;Spartina patens;February;3.841527778;;;16.4275;;1
ME_Jf;Minho P1 10-02-2022;Salt Marsh;Juncos maritimus;February;2.401666667;;;4.73375;;1
ME_Spf;Minho P2 10-02-2022;Salt Marsh;Spartina patens;February;3.522638889;;;6.3275;;1
ME_Ph;Minho P3 26-07-2022;Salt Marsh;Phragmites autralis;Jully;3.863472222;;;4.82375;;1
ME_Sp;Minho P4 26-07-2022;Salt Marsh;Spartina patens;Jully;5.123055556;;;7.97625;;1
ME_J;Minho P6 27-07-2022;Salt Marsh;Juncos maritimus;Jully;3.047916667;;;7.80375;;1
ME_Ph;Minho P7 27-07-2022;Salt Marsh;Phragmites autralis;Jully;3.057777778;;;2.64625;;1
ME_Sm;Minho P8 27-07-2022;Salt Marsh;Scirpus maritimus;Jully;1.033472222;;;4.54375;;1
ME_J;Minho P9 27-07-2022;Salt Marsh;Juncos maritimus;Jully;3.766111111;;;4.39375;;1
ME_Sp;Minho P11  28-07-2022;Salt Marsh;Spartina patens;Jully;3.669444444;;;2.4825;;1
